percentage,outlier,correction,imputation,r2
30,z,drop,LOCF,0.7718816188677086
30,z,drop,interpolation,0.7734272139218045
30,z,LOCF,LOCF,0.7708512221649779
30,z,LOCF,interpolation,0.7739424122731696
30,lof,drop,LOCF,0.777966461473148
30,lof,drop,interpolation,0.7799632092825809
30,lof,LOCF,LOCF,0.7554525158852825
30,lof,LOCF,interpolation,0.7567691338943271
30,hst,drop,LOCF,0.7712765957446808
30,hst,drop,interpolation,0.7731939633844631
30,hst,LOCF,LOCF,0.7690766500658309
30,hst,LOCF,interpolation,0.7721678401740225
